title,upvotes,downvotes,comments_counted,released_on
"E96 - Erumalu, the City of Green and the Kung Fu Dugongs!",2.9K,24,410 Comments,"Released on Mar 22, 2014"
E97 - Adventure in the Country of Sand! the Monsters That Live in the Scorching Land!,2.5K,21,491 Comments,"Released on Mar 22, 2014"
E98 - Enter the Desert Pirates! the Men Who Live Freely!,2.5K,24,400 Comments,"Released on Mar 22, 2014"
"E99 - False Fortitude! Camu, Rebel Soldier at Heart!",2.4K,22,331 Comments,"Released on Mar 22, 2014"
E100 - Rebel Warrior Koza! the Dream Vowed to Vivi!,2.7K,16,708 Comments,"Released on Mar 22, 2014"
E101 - Showdown in a Heat Haze! Ace Vs. the Gallant Scorpion!,2.3K,17,301 Comments,"Released on Mar 22, 2014"
"E102 - Ruins and Lost Ways! Vivi, Her Friends and the Country's Form!",2.4K,26,394 Comments,"Released on Mar 22, 2014"
E103 - Spider's Cafe at 8 O'Clock! the Enemy Leaders Gather!,2.5K,22,431 Comments,"Released on Mar 22, 2014"
E104 - Luffy Vs. Vivi! the Tearful Vow to Put Friends On the Line!,2.5K,30,420 Comments,"Released on Mar 22, 2014"
"E105 - The Battlefront of Alabasta! Rainbase, the City of Dreams!",2.4K,24,383 Comments,"Released on Mar 22, 2014"
E106 - The Trap of Certain Defeat! Storming Raindinners!,2.3K,12,329 Comments,"Released on Mar 22, 2014"
E107 - Operation Utopia Commences! the Swell of Rebellion Stirs!,2.2K,23,408 Comments,"Released on Mar 29, 2014"
E108 - The Terrifying Banana Gators and Mr. Prince!,2.2K,16,427 Comments,"Released on Mar 29, 2014"
E109 - The Key to a Great Comeback Escape! the Wax-Wax Ball!,2.4K,18,369 Comments,"Released on Mar 29, 2014"
E110 - Merciless Mortal Combat! Luffy Vs. Crocodile!,2.6K,17,382 Comments,"Released on Mar 29, 2014"
E111 - Dash for a Miracle! Alabasta Animal Land!,2.3K,16,422 Comments,"Released on Mar 29, 2014"
E112 - Rebel Army Vs. Royal Army! Showdown at Alubarna!,2.2K,21,434 Comments,"Released on Mar 29, 2014"
E113 - Alubarna Grieves! the Fierce Captain Karoo!,2.2K,21,474 Comments,"Released on Mar 29, 2014"
"E114 - Sworn On a Friend's Dream! the Battle of Molehill, Block 4!",2.3K,27,464 Comments,"Released on Mar 29, 2014"
E115 - Big Opening Day Today! the Copy-Copy Montage!,2.3K,30,497 Comments,"Released on Mar 29, 2014"
E116 - Transformed Into Nami! Bon Clay's Rapid-Fire Ballet Kenpo!,2.3K,20,401 Comments,"Released on Mar 29, 2014"
E117 - Nami's Cyclone Advisory! Clima Takt Burst!,2.2K,16,349 Comments,"Released on Mar 29, 2014"
E118 - Secret Passed Down in the Royal Family! the Ancient Weapon Pluton!,2.2K,18,346 Comments,"Released on Mar 29, 2014"
E119 - Secret of Powerful Swordplay! Ability to Cut Steel and the Rhythm Things Have!,2.8K,15,518 Comments,"Released on Mar 29, 2014"
E120 - The Battle Is Over! Koza Raises the White Flag!,2.3K,25,434 Comments,"Released on Mar 29, 2014"
E121 - Where Vivi's Voice Gets Heard! the Hero Descends!,2.5K,12,536 Comments,"Released on Mar 29, 2014"
E122 - Sand Croc and Water Luffy! the Second Round of the Duel!,2.5K,10,493 Comments,"Released on Mar 29, 2014"
"E123 - That Looks Croc-ish! Luffy, Run to the Royal Tomb!",2.2K,22,466 Comments,"Released on Mar 29, 2014"
E124 - The Nightmare Draws Near! This Is the Sand-Sand Clan's Secret Base!,2.1K,15,445 Comments,"Released on Mar 29, 2014"
"E125 - Magnificent Wings! My Name Is Pell, Guardian Deity of the Country!",2.4K,18,525 Comments,"Released on Mar 29, 2014"
E126 - I Will Surpass You! Rain Falls in Alabasta!,3.2K,20,716 Comments,"Released on Mar 29, 2014"
E127 - A Farewell to Arms! Pirates and Different Ideas of Justice!,2.7K,20,506 Comments,"Released on Mar 29, 2014"
E128 - The Pirates' Banquet and Operation Escape from Alabasta!,2.7K,19,578 Comments,"Released on Mar 29, 2014"
E129 - It All Started On That Day! Vivi Tells the Story of Her Adventure!,3.2K,12,510 Comments,"Released on Mar 29, 2014"
E130 - Scent of Danger! the Seventh Member Is Nico Robin!,2.9K,18,530 Comments,"Released on Mar 29, 2014"
E131 - The First Patient! the Untold Story of the Rumble Ball!,2.6K,30,555 Comments,"Released on Mar 29, 2014"
E132 - Uprising of the Navigator! for the Unyielding Dream!,2.1K,22,487 Comments,"Released on Mar 29, 2014"
"E133 - A Recipe Handed Down! Sanji, the Iron Man of Curry!",2.2K,23,390 Comments,"Released on Apr 5, 2014"
"E134 - I Will Make It Bloom! Usopp, the Man and the Eight-Foot Shell!",2.4K,20,511 Comments,"Released on Apr 5, 2014"
"E135 - The Fabled Pirate Hunter! Zoro, the Wandering Swordsman!",2.7K,28,379 Comments,"Released on Apr 5, 2014"
E630 - Explore! A Kingdom of Love and Passion - Dressrosa!,6.5K,66,769 Comments,"Released on Jan 25, 2014"
E631 - Full of Enthusiasm! The Corrida Colosseum!,5K,35,597 Comments,"Released on Feb 1, 2014"
E632 - A Dangerous Love! The Dancer Girl - Violet!,5.3K,42,877 Comments,"Released on Feb 8, 2014"
"E633 - A Formidable, Unknown Warrior! Here Comes Lucy!",4.8K,42,762 Comments,"Released on Feb 15, 2014"
E634 - A Pirate Noble! Cavendish!,4.6K,35,600 Comments,"Released on Feb 22, 2014"
E635 - The Fateful Reunion! Bellamy the Hyena!,4.6K,25,737 Comments,"Released on Mar 1, 2014"
E636 - A Super Rookie! Bartolomeo the Cannibal!,4.7K,41,624 Comments,"Released on Mar 15, 2014"
E637 - Big Names Duke It Out! The Heated Block B Battle!,4.5K,50,521 Comments,"Released on Mar 22, 2014"
E638 - A Deadly Blow! The Astonishing King Punch!,4.6K,39,604 Comments,"Released on Mar 29, 2014"
E639 - The Fighting Fish Strike! Across the Deadly Iron Bridge!,4.8K,41,781 Comments,"Released on Apr 5, 2014"
E640 - Explore! Fairies' Island - Green Bit!,4.7K,34,672 Comments,"Released on Apr 12, 2014"
E641 - The Unknown World! The Tontatta Kingdom!,4.5K,35,636 Comments,"Released on Apr 19, 2014"
E642 - The Stratagem of the Century! Doflamingo Makes His Move!,4.9K,39,590 Comments,"Released on Apr 26, 2014"
E643 - Shaking Heaven and Earth! Admiral Fujitora's Power!,5.1K,29,689 Comments,"Released on May 3, 2014"
E644 - A Blow of Anger! A Giant vs. Lucy!,5.4K,45,940 Comments,"Released on May 10, 2014"
E645 - Destruction Cannon Blasts! Lucy in trouble!,4.7K,38,608 Comments,"Released on May 17, 2014"
E646 - The Legendary Pirate! Don Chinjao!,6.3K,35,"1,083 Comments","Released on May 24, 2014"
E647 - Light and Shadow! Darkness behind Dressrosa!,4.7K,44,554 Comments,"Released on May 31, 2014"
E648 - Making a Sortie! The Legendary Hero Usoland!,4.7K,41,593 Comments,"Released on Jun 7, 2014"
E649 - The Fierce Battle Coming to the End! Lucy vs. Chinjao!,5K,24,719 Comments,"Released on Jun 14, 2014"
E650 - Luffy and the Gladiator of Fate - Rebecca!,5.5K,23,"1,262 Comments","Released on Jun 21, 2014"
E651 - Protect You to the End! Rebecca and the Toy Soldier!,4.9K,56,915 Comments,"Released on Jun 28, 2014"
E652 - The Last - and Bloodiest - Block! Block D Battle Begins!,4.5K,45,683 Comments,"Released on Jul 5, 2014"
E653 - A Decisive Battle! Giolla vs. the Straw Hats!,4.6K,50,839 Comments,"Released on Jul 12, 2014"
E654 - Beautiful Sword! Cavendish of the White Horse!,4.8K,33,845 Comments,"Released on Jul 19, 2014"
E655 - A Big Clash! Sanji vs. Doflamingo,5K,30,765 Comments,"Released on Aug 2, 2014"
E656 - Rebecca's Special Attack! Back-to-the-Water Dance!,4.8K,47,646 Comments,"Released on Aug 9, 2014"
E657 - The Most Violent Fighter! Logan vs. Rebecca!,4.7K,73,661 Comments,"Released on Aug 16, 2014"
E658 - A Big Surprise! A True Identity of the Toy Soldier!,4.9K,42,930 Comments,"Released on Aug 23, 2014"
E659 - A Horrible Past! The Secret of Dressrosa!,4.7K,51,626 Comments,"Released on Aug 30, 2014"
E660 - A Nightmare! The Tragic Night of Dressrosa!,4.6K,40,786 Comments,"Released on Sep 6, 2014"
E661 - A Showdown Between the Warlords! Law vs. Doflamingo!,5.2K,38,841 Comments,"Released on Sep 13, 2014"
E662 - Two Great Rivals Meet Each Other! Straw Hat and Heavenly Demon!,5.7K,27,"1,019 Comments","Released on Sep 20, 2014"
E663 - Luffy Astonished! The Man Who Inherits Ace's Will!,7K,33,"1,129 Comments","Released on Sep 27, 2014"
E664 - Operation SOP Starts! Usoland Charges Forth!,4.7K,38,640 Comments,"Released on Oct 4, 2014"
E665 - A Burning Passion! Rebecca vs. Suleiman!,4.4K,49,569 Comments,"Released on Oct 11, 2014"
E666 - The End of the Match?! A Surprising Result of Block D!,4.6K,44,836 Comments,"Released on Oct 18, 2014"
E667 - The Admiral's Decision! Fujitora vs. Doflamingo!,4.9K,43,665 Comments,"Released on Oct 25, 2014"
E668 - The Final Round Starts! Diamante the Hero Shows Up!,5K,32,835 Comments,"Released on Nov 1, 2014"
E669 - A Moving Castle! The Top Executive Pica Rises Up!,4.7K,32,791 Comments,"Released on Nov 8, 2014"
E670 - Dragon Claw Strikes! Lucy's Intimidating Attack!,4.5K,36,581 Comments,"Released on Nov 15, 2014"
E671 - Defeat Sugar! The Army of the Little People Charges!,4.4K,45,549 Comments,"Released on Nov 22, 2014"
E672 - The Last Light of Hope! The Secret of Our Commander,4.9K,51,780 Comments,"Released on Nov 29, 2014"
E673 - The Rupture Human! Gladius Blows Up Big Time!,4.5K,68,"1,070 Comments","Released on Dec 6, 2014"
E674 - A Liar! Usoland on the Run!,5K,237,"1,273 Comments","Released on Dec 13, 2014"
E675 - A Fateful Encounter! Kyros and King Riku!,4.8K,51,725 Comments,"Released on Dec 20, 2014"
E676 - The Operation Failed! Usoland the Hero Dies?!,5.2K,42,934 Comments,"Released on Dec 27, 2014"
E677 - The Legend is Back! Kyros' All-out Blow!,6.3K,31,"1,109 Comments","Released on Jan 10, 2015"
E678 - The Fire Fist Strikes! The Flare-Flare Fruit Power Returns!,7.6K,31,"1,413 Comments","Released on Jan 17, 2015"
"E679 - Dashing onto the Scene! The Chief of Staff of the Revolutionary Army, Sabo!",5.7K,31,759 Comments,"Released on Jan 24, 2015"
E680 - The Devil's Trap! A Dressrosa Extermination Plan!,5.4K,33,687 Comments,"Released on Jan 31, 2015"
E681 - The 500 Million Berry Man! Target: Usoland!,5.4K,39,769 Comments,"Released on Feb 7, 2015"
E682 - Breaking through Enemy Lines! Luffy and Zoro Launch the Counter-Attack!,5.1K,48,637 Comments,"Released on Feb 14, 2015"
E683 - With a Rumbling of the Ground! The God of Destruction - Giant Pica Descends!,5.2K,44,769 Comments,"Released on Feb 28, 2015"
E684 - Gathering into a Powerful Front! Luffy and a Group of Brutal Warriors!,5.3K,36,786 Comments,"Released on Mar 14, 2015"
E685 - Steady Progress! Luffy’s Army vs. Pica!,5.6K,35,735 Comments,"Released on Mar 21, 2015"
E686 - A Shocking Confession! Law's Soulful Vow!,5K,38,578 Comments,"Released on Mar 28, 2015"
E687 - A Big Collision! Chief of Staff - Sabo vs. Admiral Fujitora!,5.8K,25,926 Comments,"Released on Apr 4, 2015"
E688 - A Desperate Situation! Luffy Gets Caught in a Trap!,5K,33,679 Comments,"Released on Apr 11, 2015"
E689 - A Great Escape! Luffy's Tide-turning Elephant Gun!,4.9K,37,634 Comments,"Released on Apr 18, 2015"
E690 - A United Front! Luffy's Breakthrough to the Victory!,5K,35,555 Comments,"Released on Apr 25, 2015"
E691 - The Second Samurai! Evening Shower Kanjuro Appears!,4.7K,49,542 Comments,"Released on May 2, 2015"
E692 - A Hard-Fought Battle Against Pica! Zoro's Deadly Attack!,5.1K,36,724 Comments,"Released on May 9, 2015"
E693 - The Little People's Princess! Captive Mansherry!,4.9K,43,784 Comments,"Released on May 16, 2015"
E694 - Invincible! A Gruesome Army of Headcracker Dolls!,4.6K,37,597 Comments,"Released on May 23, 2015"
E695 - Risking Their Lives! Luffy is the Trump Card for Victory!,5.1K,25,845 Comments,"Released on May 30, 2015"
E696 - A Tearful Reunion! Rebecca and Kyros!,4.9K,35,720 Comments,"Released on Jun 6, 2015"
E697 - One Shot One Kill! The Man Who Will Save Dressrosa!,6.1K,34,903 Comments,"Released on Jun 13, 2015"
E698 - Anger Erupts! Luffy and Law's Ultimate Stratagem!,6.6K,24,870 Comments,"Released on Jun 20, 2015"
E699 - A Noble Family! The True Identity of Doflamingo!,5.7K,39,694 Comments,"Released on Jun 27, 2015"
E1 - Eu Sou Luffy! Aquele Que Será o Rei dos Piratas!,37.6K,1.1K,2.043 Comentários,Lançado em 1 mar 2014
"E2 - O Grande Espadachim! O Caçador de Piratas, Roronoa Zoro!",9.4K,207,388 Comentários,Lançado em 1 mar 2014
E3 - Morgan vs. Luffy! Quem é a Linda Jovem?,7.6K,120,297 Comentários,Lançado em 1 mar 2014
"E4 - O Passado de Luffy! Shanks, o Ruivo!",7K,80,228 Comentários,Lançado em 1 mar 2014
"E5 - Um Poder Misterioso e Amedrontador! O Capitão Pirata Buggy, o Palhaço!",5.7K,74,337 Comentários,Lançado em 1 mar 2014
E6 - Situação Desesperadora! O Domador de Feras Mohji vs. Luffy!,5.8K,73,203 Comentários,Lançado em 1 mar 2014
"E7 - Grande Duelo! Zoro, o Espadachim vs. Cabaji, o Acrobata!",5.3K,54,223 Comentários,Lançado em 1 mar 2014
E8 - Quem Vencerá?! A Batalha Entre os Poderes dos Frutos do Diabo!,5.2K,51,205 Comentários,Lançado em 1 mar 2014
E9 - Um Mentiroso com Honra? O Capitão Usopp!,5.2K,55,146 Comentários,Lançado em 1 mar 2014
"E10 - O Homem Mais Esquisito do Mundo! Jango, o Hipnotizador!",4.5K,53,212 Comentários,Lançado em 1 mar 2014
"E11 - A Conspiração é Revelada! O Pirata Mordomo, Capitão Kuro!",4.3K,67,198 Comentários,Lançado em 1 mar 2014
E12 - Batalha Contra os Piratas do Gato Preto! O Embate no Desfiladeiro!,3.8K,53,183 Comentários,Lançado em 1 mar 2014
E13 - A Dupla Terrível! Os Irmãos Nyaban vs. Zoro!,3.7K,39,175 Comentários,Lançado em 1 mar 2014
E14 - O Retorno de Luffy! A Vida de Kaya e o Combate Final!,3.6K,51,138 Comentários,Lançado em 1 mar 2014
E15 - Derrotem Kuro! A Determinação Inabalável de Usopp!,3.8K,57,198 Comentários,Lançado em 1 mar 2014
E16 - Protejam Kaya! Os Piratas de Usopp em Ação!,3.7K,45,168 Comentários,Lançado em 1 mar 2014
E17 - Explosão de Fúria! Kuro vs. Luffy - A Batalha Final!,4.3K,40,178 Comentários,Lançado em 1 mar 2014
E18 - Você é um Animal Especial! Gaimon e Seus Incríveis Amigos!,4K,52,137 Comentários,Lançado em 1 mar 2014
E19 - O Passado das Três Espadas! A Promessa de Zoro e Kuina!,4.1K,43,168 Comentários,Lançado em 1 mar 2014
"E20 - O Famoso Cozinheiro! Sanji, do Restaurante Flutuante!",3.8K,37,122 Comentários,Lançado em 1 mar 2014
E21 - Um Cliente Inesperado! A Comida de Sanji e a Graça de Gin!,3.6K,36,144 Comentários,Lançado em 1 mar 2014
E22 - A Maior Frota de Piratas! O Capitão Don Krieg!,3.5K,25,140 Comentários,Lançado em 1 mar 2014
"E23 - Protejam o Baratie! O Grande Pirata, Zeff Perna Rubra!",3.6K,26,166 Comentários,Lançado em 1 mar 2014
E24 - Mihawk Olhos de Gavião! O Espadachim Zoro à Deriva!,4.3K,22,141 Comentários,Lançado em 1 mar 2014
"E25 - O Despertar dos Chutes Implacáveis! Sanji vs. Pearl, a Muralha de Ferro!",3.5K,40,121 Comentários,Lançado em 1 mar 2014
"E26 - O Sonho de Zeff e Sanji! O Mar dos Sonhos, All Blue!",3.5K,35,125 Comentários,Lançado em 1 mar 2014
"E27 - Um Homem Demoníaco e Sem Coração! Gin, o Comandante de Batalha da Frota Pirata!",3.3K,35,186 Comentários,Lançado em 1 mar 2014
E28 - Não Morrerei! Luffy vs. Krieg - A Conclusão!,3.6K,31,125 Comentários,Lançado em 1 mar 2014
E29 - O Resultado de Uma Batalha Mortal! Uma Lança Feita de Determinação!,3.5K,22,159 Comentários,Lançado em 1 mar 2014
E30 - A Partida! O Cozinheiro do Mar e Luffy Viajam Juntos!,4.3K,23,174 Comentários,Lançado em 1 mar 2014
"E31 - O Homem Mais Perigoso de East Blue! Arlong, o Homem-Peixe!",3.5K,35,210 Comentários,Lançado em 8 mar 2014
E32 - A Bruxa da Vila Cocoyasi! A Oficial de Arlong!,3.2K,27,159 Comentários,Lançado em 8 mar 2014
E33 - A Morte de Usopp?! Luffy Ainda Não Chegou?,3.1K,19,206 Comentários,Lançado em 8 mar 2014
E34 - Reunidos! Usopp Conta a Verdadeira História de Nami!,3.1K,27,144 Comentários,Lançado em 8 mar 2014
E35 - O Passado Secreto! A Lutadora Bell-mère!,3K,34,146 Comentários,Lançado em 8 mar 2014
"E36 - Sobreviva! Bell-mère, a mãe e família de Nami!",3K,27,151 Comentários,Lançado em 8 mar 2014
E37 - A Intervenção de Luffy! Uma Promessa Quebrada!,3.9K,24,151 Comentários,Lançado em 8 mar 2014
E38 - Luffy em Problemas! Os Homens-Peixe vs. Os Piratas de Luffy!,3.2K,21,121 Comentários,Lançado em 8 mar 2014
"E39 - Luffy Afoga! Zoro vs. Hatchan, O Polvo!",3.1K,22,123 Comentários,Lançado em 8 mar 2014
E40 - Bravos e Orgulhosos Guerreiros! A Dramática Batalha de Sanji e Usopp!,3.2K,25,155 Comentários,Lançado em 8 mar 2014
E41 - O Melhor de Luffy! A Coragem de Nami e o Chapéu de Palha!,3.2K,29,110 Comentários,Lançado em 8 mar 2014
E42 - Implacável! O Temível Ataque do Homem-Peixe Arlong!,3.2K,22,175 Comentários,Lançado em 8 mar 2014
E43 - O Fim do Império dos Homens-Peixe! Nami é Minha Companheira!,3.8K,14,166 Comentários,Lançado em 8 mar 2014
"E44 - Partindo Com Um Sorriso! Adeus, Minha Querida Vila Cocoyasi!",3.9K,17,152 Comentários,Lançado em 8 mar 2014
E45 - Recompensa! Luffy Chapéu de Palha Torna-se Famoso!,3.8K,29,135 Comentários,Lançado em 8 mar 2014
E46 - Atrás do Chapéu de Palha! A Grande Aventura do Pequeno Buggy!,3.2K,30,229 Comentários,Lançado em 8 mar 2014
"E47 - A Espera Acabou! O Retorno do Capitão Buggy, o Palhaço!",3.2K,56,175 Comentários,Lançado em 8 mar 2014
E48 - A Cidade do Começo e do Fim! A Chegada a Loguetown!,3.3K,21,161 Comentários,Lançado em 8 mar 2014
E49 - Kitetsu III e Yubashiri! As Novas Espadas de Zoro e a Superintendente da Marinha!,3.1K,13,98 Comentários,Lançado em 8 mar 2014
E50 - Duelo à Luz do Dia! Usopp vs. Daddy Papai!,3K,20,179 Comentários,Lançado em 8 mar 2014
E51 - Uma Batalha Culinária?! Sanji vs. a Linda Chef!,3K,25,122 Comentários,Lançado em 8 mar 2014
E52 - A Vingança de Buggy! O Homem que Sorri à Beira da Morte!,3.3K,26,157 Comentários,Lançado em 8 mar 2014
E53 - Nasce Uma Lenda! Em Rota Para a Grand Line!,3.7K,22,177 Comentários,Lançado em 8 mar 2014
"E54 - Rumo à Nova Aventura! Apis, Uma Garota Misteriosa!",2.9K,33,125 Comentários,Lançado em 8 mar 2014
E55 - Uma Criatura Mítica! O Segredo de Apis e a Ilha Lendária!,2.7K,21,88 Comentários,Lançado em 8 mar 2014
E56 - Eric Ataca! A Grande Fuga da Ilha Belonave!,2.6K,27,102 Comentários,Lançado em 8 mar 2014
E57 - Uma Ilha Solitária no Mar Distante! A Lendária Ilha Perdida!,2.5K,27,125 Comentários,Lançado em 8 mar 2014
E58 - Batalha nas Ruínas! Um Nervoso Zoro vs. Eric!,2.6K,30,142 Comentários,Lançado em 8 mar 2014
E59 - Luffy Completamente Encurralado! A Estratégia Secreta do Comodoro Nelson Royal!,2.3K,26,132 Comentários,Lançado em 8 mar 2014
E60 - Voe Pelos Céus! O Renascer de uma Lenda Milenar!,2.6K,24,135 Comentários,Lançado em 8 mar 2014
E61 - Um Confronto de Fúria! Para Além da Red Line!,4K,55,276 Comentários,Lançado em 8 mar 2014
E517 - The Beginning of the New Chapter! The Straw Hats Reunited!,11.1K,57,"1,479 Comments","Released on Jul 19, 2014"
E518 - An Explosive Situation! Luffy vs. Fake Luffy!,6.7K,37,790 Comments,"Released on Jul 19, 2014"
E519 - The Navy Has Set Out! the Straw Hats in Danger!,6.2K,54,936 Comments,"Released on Jul 19, 2014"
E520 - Big Guns Assembled! the Danger of the Fake Straw Hats!,6.1K,49,734 Comments,"Released on Jul 19, 2014"
E521 - The Battle Is On! Show Them What You Got from Training!,8.2K,41,655 Comments,"Released on Jul 19, 2014"
"E522 - Everyone Together! Luffy, Setting Out for the New World!",8.2K,41,897 Comments,"Released on Jul 19, 2014"
E523 - A Surprising Fact! the Man Who Guarded the Sunny!,6.6K,32,530 Comments,"Released on Jul 19, 2014"
E524 - Deadly Combat Under the Sea! the Demon of the Ocean Strikes!,6.2K,35,594 Comments,"Released on Jul 19, 2014"
E525 - Lost in the Deep Sea! the Straw Hats Get Separated!,5.8K,27,589 Comments,"Released on Jul 19, 2014"
E526 - Undersea Volcanic Eruption! Drifting to the Fish-Man Island!,5.8K,45,770 Comments,"Released on Jul 19, 2014"
E527 - Landing at the Fish-Man Island! Beautiful Mermaids!,6K,34,654 Comments,"Released on Jul 19, 2014"
E528 - Excitement Blow-out! Sanji's Life Under Threat!,5.9K,65,825 Comments,"Released on Jul 19, 2014"
E529 - The Fish-Man Island Will Be Annihilated?! Sharley's Prophecy!,5.7K,50,685 Comments,"Released on Jul 19, 2014"
"E530 - The King of the Fish-Man Island! Neptune, the God of the Sea!",5.7K,55,706 Comments,"Released on Jul 19, 2014"
E531 - The Ryugu Palace! Taken by the Shark That They Saved!,5.6K,34,528 Comments,"Released on Jul 19, 2014"
E532 - A Coward and a Crybaby! the Princess in the Hard Shell Tower!,5.2K,50,526 Comments,"Released on Jul 19, 2014"
E533 - It's an Emergency! the Ryugu Palace Is Occupied!,5.3K,34,551 Comments,"Released on Jul 19, 2014"
E534 - The Ryugu Palace in Shock! the Kidnapping of Shirahoshi!,5.1K,50,547 Comments,"Released on Jul 19, 2014"
E535 - Hordy's Onslaught! the Retaliatory Plan Set Into Motion!,5K,39,666 Comments,"Released on Jul 19, 2014"
E536 - The Battle in the Ryugu Palace! Zoro vs. Hordy!,5K,42,504 Comments,"Released on Jul 19, 2014"
E537 - Keep Shirahoshi Safe! Decken Close Behind!,5.1K,50,667 Comments,"Released on Jul 19, 2014"
E538 - The Straw Hats Defeated?! Hordy Gains Control of the Ryugu Palace!,5.3K,32,868 Comments,"Released on Jul 19, 2014"
E539 - The Haunting Ties! Nami and the Fish-Man Pirates!,5.1K,46,550 Comments,"Released on Jul 19, 2014"
E540 - A Hero Who Freed the Slaves! an Adventurer Tiger!,5.2K,43,839 Comments,"Released on Jul 19, 2014"
E541 - Kizaru Appears! a Trap to Catch Tiger!,5.6K,48,631 Comments,"Released on Jul 19, 2014"
E542 - A Team is Formed! Save Chopper,2.2K,220,284 Comments,"Released on Oct 18, 2014"
E543 - The Death of the Hero! a Shocking Truth of Tiger!,5.5K,24,623 Comments,"Released on Jul 26, 2014"
E544 - The Sun Pirates Split! Jimbei vs. Arlong!,4.7K,48,585 Comments,"Released on Jul 26, 2014"
E545 - Shaking Fish-Man Island! a Celestial Dragon Drifts In!,4.5K,60,813 Comments,"Released on Jul 26, 2014"
E546 - A Sudden Tragedy! a Gunshot Shuts Down the Future!,5K,42,919 Comments,"Released on Jul 26, 2014"
